OBJECTID,Tract_N,SPA,Detailed_1,CD,Detailed_N,SD,Tract_1,Year_1,totUnshe_1,totShelt_1,totPeopl_1,u_dens,s_dens,t_dens,unincorpor,Shape__Area,Shape__Length
550,208302,4,Westlake North NC,13,Westlake North NC,1,208302,2019,15.823,112,127.82,93.147471,659.326091,752.455901,No,4735540.26074219,9852.67959266529
551,208401,4,Greater Echo Park Elysian NC,13,Greater Echo Park Elysian NC,1,208401,2019,8.694,0,8.694,98.041007,0,98.041007,No,2472209.23339844,6288.36194657316
552,208402,4,Greater Echo Park Elysian NC,13,Greater Echo Park Elysian NC,1,208402,2019,68.081,0,68.081,516.812066,0,516.812066,No,3672337.94726563,8621.47882240849
553,208501,4,Greater Echo Park Elysian NC,13,Greater Echo Park Elysian NC,1,208501,2019,42.949,0,42.949,457.363394,0,457.363394,No,2618121.59179688,6561.50775254053
554,208502,4,Greater Echo Park Elysian NC,13,Greater Echo Park Elysian NC,1,208502,2019,8.447,0,8.447,83.809612,0,83.809612,No,2809642.265625,6778.76691329679
555,208610,4,Rampart Village NC,13,Rampart Village NC,1,208610,2019,19.974,97,116.97,147.751671,717.528391,865.250473,No,3768429.16308594,8269.2715277192
556,208620,4,Rampart Village NC,13,Rampart Village NC,1,208620,2019,21.358,0,21.358,170.561901,0,170.561901,No,3490885.31347656,8197.27817010892
557,208710,4,Rampart Village NC,1,Rampart Village NC,2,208710,2019,10.648,0,10.648,161.861536,0,161.861536,No,1834309.70410156,5649.01070001525
558,208720,4,MacArthur Park NC,1,MacArthur Park NC,2,208720,2019,33.704,0,33.704,529.905799,0,529.905799,No,1772944.17773438,6918.73449879312
559,208801,4,MacArthur Park NC,1,MacArthur Park NC,1,208801,2019,77.216,0,77.216,744.967921,0,744.967921,No,2889312.60351563,7802.51443943292
560,208802,4,MacArthur Park NC,1,MacArthur Park NC,1,208802,2019,27.207,124,151.21,333.184878,1518.54026,1851.761876,No,2276475.15136719,7699.97718422158
561,208902,4,Westlake South NC,1,Westlake South NC,1,208902,2019,34.158,0,34.158,480.687666,0,480.687666,No,1981186.82324219,5658.60913140862
562,208903,4,Westlake South NC,1,Westlake South NC,1,208903,2019,75.272,16,91.272,1223.921506,260.159742,1484.081248,No,1714652.3828125,7038.11819727974
563,208904,4,Westlake North NC,1,Westlake North NC,1,208904,2019,11.703,0,11.703,270.381602,0,270.381602,No,1206805.1796875,4901.50353161877
564,209102,4,Westlake South NC,1,Westlake South NC,1,209102,2019,24.062,0,24.062,204.433094,0,204.433094,No,3281298.86328125,8364.72062702798
565,209103,4,Westlake North NC,1,Westlake North NC,1,209103,2019,0,0,0,0,0,0,No,1334850.00195313,4693.67584907096
566,209104,4,Westlake North NC,1,Westlake North NC,1,209104,2019,3.129,98,101.129,115.843435,3628.206029,3744.049465,No,753087.443359375,3841.10564677032
567,209200,4,Downtown Los Angeles NC,1,Downtown Los Angeles NC,1,209200,2019,46.614,76,122.61,293.605407,478.697622,772.277834,No,4426076.45214844,8750.72830336553
568,209300,4,Westlake South NC,1,Westlake South NC,1,209300,2019,77.085,0,77.085,651.781164,0,651.781164,No,3296960.91601563,7931.40430417191
569,209401,4,MacArthur Park NC,1,MacArthur Park NC,1,209401,2019,103.13,0,103.13,1238.539891,0,1238.539891,No,2321112.03710938,6370.45299544808
570,209402,4,Westlake South NC,1,Westlake South NC,1,209402,2019,53.9,0,53.9,1024.719216,0,1024.719216,No,1466475.44726563,4850.22466974823
571,209403,4,Westlake South NC,1,Westlake South NC,1,209403,2019,25.716,0,25.716,481.943715,0,481.943715,No,1487548.17285156,4882.16617001728
572,209510,4,MacArthur Park NC,1,MacArthur Park NC,1,209510,2019,98.365,0,98.365,1396.094219,0,1396.094219,No,1964322.0078125,5807.5404515407
573,209520,4,Westlake South NC,1,Westlake South NC,1,209520,2019,93.443,0,93.443,1046.912416,0,1046.912416,No,2488515.12011719,6468.40206181874
574,209810,4,Pico Union NC,1,Pico Union NC,1,209810,2019,4.3,0,4.3,74.331147,0,74.331147,No,1612967.62402344,5415.8385719633
575,209820,4,Pico Union NC,1,Pico Union NC,1,209820,2019,37.774,0,37.774,546.23777,0,546.23777,No,1927721.34375,5690.6091474759
576,210010,4,Pico Union NC,1,Pico Union NC,1,210010,2019,90.902,0,90.902,576.174669,0,576.174669,No,4398372.45996094,8908.05129276929
577,211000,4,Greater Wilshire NC,4,Greater Wilshire NC,3,211000,2019,9.331,27,36.331,9.096599,26.321741,35.418339,No,28596610.5458984,25170.0439688829
578,211120,4,Rampart Village NC,13,Rampart Village NC,2,211120,2019,90.237,7,97.237,412.14204,31.971301,444.113341,No,6104075.00585938,10531.2150137475
579,211121,4,Rampart Village NC,13,Rampart Village NC,2,211121,2019,140.1,0,140.1,1696.189284,0,1696.189284,No,2302818.73828125,7589.59504102726
580,211122,4,Rampart Village NC,13,Rampart Village NC,2,211122,2019,123.47,0,123.47,874.812587,0,874.812587,No,3934573.50195313,8274.25617747711
581,211201,4,Wilshire Center-Koreatown NC,13,Wilshire Center-Koreatown NC,2,211201,2019,1.427,0,1.427,26.5195,0,26.5195,No,1500092.91601563,4915.84819104782
582,211202,4,Wilshire Center-Koreatown NC,13,Wilshire Center-Koreatown NC,2,211202,2019,11.762,0,11.762,170.03075,0,170.03075,No,1928578.515625,5559.99666086964
583,211310,4,Wilshire Center-Koreatown NC,13,Wilshire Center-Koreatown NC,2,211310,2019,6.83,0,6.83,122.890826,0,122.890826,No,1549332.66113281,4998.05800579161
584,211320,4,Wilshire Center-Koreatown NC,13,Wilshire Center-Koreatown NC,2,211320,2019,4.331,0,4.331,60.220568,0,60.220568,No,2005305.85644531,5675.10114456598
585,211410,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,211410,2019,12.046,0,12.046,115.214883,0,115.214883,No,2914750.63964844,7500.89291004966
586,211420,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,211420,2019,3,0,3,20.389955,0,20.389955,No,4101744.16210938,8393.43454874567
587,211500,4,Greater Wilshire NC,4,Greater Wilshire NC,3,211500,2019,2.873,0,2.873,8.185749,0,8.185749,No,9784748.32421875,13105.7273314445
588,211701,4,Greater Wilshire NC,4,Greater Wilshire NC,3,211701,2019,6.09,0,6.09,24.210031,0,24.210031,No,7012608.37402344,10536.9963625522
589,211703,4,Greater Wilshire NC,4,Greater Wilshire NC,2,211703,2019,5,0,5,70.339561,0,70.339561,No,1981566.30761719,5697.06020995716
590,211704,4,Greater Wilshire NC,10,Greater Wilshire NC,2,211704,2019,18.982,0,18.982,265.828123,0,265.828123,No,1990875.36132813,5747.84169255227
591,211802,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,211802,2019,26.053,0,26.053,207.358097,0,207.358097,No,3502502.01171875,7937.92654758164
592,211803,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,211803,2019,1.873,0,1.873,34.768119,0,34.768119,No,1501915.63574219,4916.03461539728
593,211804,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,211804,2019,14.467,0,14.467,201.495436,0,201.495436,No,2001661.06054688,5672.03667712604
594,211910,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,211910,2019,1.701,0,1.701,31.93288,0,31.93288,No,1484867.70117188,4890.26829609981
595,211921,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,211921,2019,8.662,0,8.662,242.105984,0,242.105984,No,997355.159179688,4152.00276102299
596,211922,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,211922,2019,0,0,0,0,0,0,No,999879.219726563,4155.37655904893
597,212101,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,212101,2019,58.327,0,58.327,813.158379,0,813.158379,No,1999696.84375,5669.3884879703
598,212102,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,212102,2019,29.357,0,29.357,548.376938,0,548.376938,No,1492490.90625,4903.02766233001
599,212202,4,MacArthur Park NC,1,MacArthur Park NC,2,212202,2019,12.193,0,12.193,152.948498,0,152.948498,No,2222590.1796875,6482.19918394169
600,212203,4,MacArthur Park NC,10,MacArthur Park NC,2,212203,2019,35.313,0,35.313,860.280937,0,860.280937,No,1144521.50292969,4500.99213291191
601,212204,4,MacArthur Park NC,1,MacArthur Park NC,2,212204,2019,50.603,0,50.603,614.782665,0,614.782665,No,2294624.42382813,6149.61499877192
602,212303,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,212303,2019,20.683,0,20.683,344.176525,0,344.176525,No,1675029.53808594,5218.89417206629
603,212304,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,212304,2019,2.331,0,2.331,29.353182,0,29.353182,No,2214209.31054688,6305.15377576294
604,212305,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,212305,2019,2.958,0,2.958,70.899141,0,70.899141,No,1163231.78027344,4358.26000968752
605,212306,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,212306,2019,3.427,0,3.427,54.816446,0,54.816446,No,1742800.62402344,5316.76946433288
606,212410,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,212410,2019,8.958,0,8.958,147.603728,0,147.603728,No,1691843.21875,5550.52276302734
607,212420,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,212420,2019,4.402,0,4.402,79.476382,0,79.476382,No,1544127.828125,4956.88981777597
608,212501,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,212501,2019,0,0,0,0,0,0,No,856604.206054688,3803.63754689513
609,212502,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,212502,2019,51.16,0,51.16,464.79413,0,464.79413,No,3068742.06640625,8256.02687844609
610,212610,4,Greater Wilshire NC,4,Greater Wilshire NC,2,212610,2019,9.396,0,9.396,68.137704,0,68.137704,No,3843975.48242188,8377.12041766861
611,212620,4,Greater Wilshire NC,4,Greater Wilshire NC,2,212620,2019,12.635,0,12.635,113.384089,0,113.384089,No,3106538.01074219,7947.56151176552
612,212701,4,Greater Wilshire NC,4,Greater Wilshire NC,2,212701,2019,8,0,8,44.121049,0,44.121049,No,5055327.09277344,10687.0313309467
613,212702,4,Greater Wilshire NC,4,Greater Wilshire NC,2,212702,2019,2.331,0,2.331,6.855775,0,6.855775,No,9478696.375,13476.4357094312
614,212800,4,Olympic Park NC,10,Olympic Park NC,2,212800,2019,1.873,0,1.873,6.209212,0,6.209212,No,8409492.68066406,11737.3706737988
615,212900,4,Olympic Park NC,10,Olympic Park NC,2,212900,2019,3.915,0,3.915,27.139493,0,27.139493,No,4021560.70410156,8954.92570993261
616,213100,4,Olympic Park NC,10,Olympic Park NC,2,213100,2019,21.44,0,21.44,103.399061,0,103.399061,No,5780686.5078125,10508.7967935888
617,213201,4,Wilshire Center-Koreatown NC,10,Wilshire Center-Koreatown NC,2,213201,2019,19.81,0,19.81,153.184481,0,153.184481,No,3605174.23632813,8208.63863251844
618,213202,4,Olympic Park NC,10,Olympic Park NC,2,213202,2019,10.758,0,10.758,82.454865,0,82.454865,No,3637359.57910156,8141.02136515513
619,213310,4,Pico Union NC,1,Pico Union NC,2,213310,2019,13.655,0,13.655,113.321696,0,113.321696,No,3359542.94042969,7825.46871414868
620,213320,4,Pico Union NC,1,Pico Union NC,2,213320,2019,17.311,0,17.311,143.96201,0,143.96201,No,3351884.11621094,7849.99212727573
621,213401,4,MacArthur Park NC,1,MacArthur Park NC,2,213401,2019,3.204,0,3.204,42.317297,0,42.317297,No,2110596.85839844,6327.28440404219
622,213402,4,Pico Union NC,1,Pico Union NC,2,213402,2019,9.949,18,27.949,65.760436,118.97556,184.735995,No,4217749.76855469,8305.89619934118
623,214000,4,Mid-City West NC,5,Mid-City West NC,3,214000,2019,9.204,0,9.204,23.566877,0,23.566877,No,10887749.3984375,13352.3263212043
624,214100,4,Greater Wilshire NC,5,Greater Wilshire NC,3,214100,2019,4.627,0,4.627,10.813257,0,10.813257,No,11929043.0400391,14127.4297305065
625,214400,4,Mid-City West NC,5,Mid-City West NC,3,214400,2019,8.83,0,8.83,66.434607,0,66.434607,No,3705356.24511719,7957.51321181083
626,214501,4,Mid-City West NC,4,Mid-City West NC,3,214501,2019,59.905,0,59.905,206.229286,0,206.229286,Yes,8098069.63867188,14036.7939869278
627,214502,4,Mid-City West NC,4,Mid-City West NC,3,214502,2019,0,0,0,0,0,0,No,2778978.84765625,7901.93418176613
628,214503,4,Mid-City West NC,4,Mid-City West NC,3,214503,2019,0,0,0,0,0,0,No,2500639.52832031,6988.66528824234
629,214600,4,Mid-City West NC,5,Mid-City West NC,3,214600,2019,13.822,0,13.822,61.597211,0,61.597211,No,6255868.04296875,10110.2328879151
630,214700,4,Mid-City West NC,5,Mid-City West NC,3,214700,2019,16.3,0,16.3,71.152154,0,71.152154,No,6386299.08105469,10225.6379536143
631,214800,4,Mid-City West NC,5,Mid-City West NC,3,214800,2019,25.475,0,25.475,114.374878,0,114.374878,No,6193758.25488281,11259.1018155259
632,214901,4,Mid-City West NC,5,Mid-City West NC,3,214901,2019,0,0,0,0,0,0,No,3352201.78417969,7401.82095922311
633,214902,4,Mid-City West NC,5,Mid-City West NC,3,214902,2019,13.251,0,13.251,67.718157,0,67.718157,No,5458460.69628906,9777.67660361891
634,215101,4,Mid-City West NC,4,Mid-City West NC,3,215101,2019,10,0,10,72.957073,0,72.957073,No,3821207.15332031,10307.5491874954
635,215102,4,Mid-City West NC,4,Mid-City West NC,3,215102,2019,3.873,0,3.873,38.926615,0,38.926615,No,2774142.97558594,8165.67541156919
636,216100,4,Olympic Park NC,4,Olympic Park NC,2,216100,2019,3,0,3,11.510649,0,11.510649,No,7265468.37011719,11195.4455285214
637,216200,4,Mid-City West NC,4,Mid-City West NC,2,216200,2019,5.83,0,5.83,15.656938,0,15.656938,No,10380655.8232422,13967.8606922915
638,216300,4,Mid-City West NC,5,Mid-City West NC,2,216300,2019,4,0,4,8.139213,0,8.139213,No,13702118.5917969,18946.2141360761
639,216401,5,South Robertson NC,5,South Robertson NC,3,216401,2019,5,0,5,31.587677,0,31.587677,No,4404845.02539063,8619.96162813147
640,216402,5,South Robertson NC,5,South Robertson NC,3,216402,2019,1,0,1,11.288335,0,11.288335,No,2430894.65039063,6340.29434002143
641,216700,4,P.I.C.O. NC,10,P.I.C.O. NC,2,216700,2019,5.535,0,5.535,18.427505,0,18.427505,No,8374263.1015625,11709.750696479
642,216800,4,P.I.C.O. NC,5,P.I.C.O. NC,2,216800,2019,12.364,0,12.364,43.283438,0,43.283438,No,7963514.47265625,11548.3350876465
643,216900,4,P.I.C.O. NC,10,P.I.C.O. NC,2,216900,2019,2,0,2,4.732524,0,4.732524,No,11780975.7841797,15088.302665087
644,217001,5,South Robertson NC,5,South Robertson NC,2,217001,2019,6.228,0,6.228,29.40662,0,29.40662,No,5904605.765625,10942.0371273922
645,217002,5,South Robertson NC,5,South Robertson NC,2,217002,2019,9.525,0,9.525,31.983168,0,31.983168,No,8302027.15039063,11538.4639412723
646,217100,4,P.I.C.O. NC,10,P.I.C.O. NC,2,217100,2019,3,0,3,8.654173,0,8.654173,No,9664033.61230469,12909.1154328922
647,217200,4,Olympic Park NC,10,Olympic Park NC,2,217200,2019,20.931,0,20.931,58.985606,0,58.985606,No,9892927.26660156,15006.514984412
648,218110,4,United Neighborhoods NC,10,United Neighborhoods NC,2,218110,2019,3.958,0,3.958,17.125271,0,17.125271,No,6442942.65722656,12759.3174982977
649,218120,4,United Neighborhoods NC,10,United Neighborhoods NC,2,218120,2019,9.6,25,34.6,55.847764,145.436886,201.28465,No,4792431.83496094,8884.34212122603
650,218210,4,Mid City NC,10,Mid City NC,2,218210,2019,0,0,0,0,0,0,No,4181467.20703125,8771.42899964526
651,218220,4,Mid City NC,10,Mid City NC,2,218220,2019,11.131,0,11.131,42.851143,0,42.851143,No,7241468.8203125,11685.6184471266
652,218300,4,Mid City NC,10,Mid City NC,2,218300,2019,13.077,24,37.077,37.598993,69.004804,106.603797,No,9696634.68847656,17312.5053108968
653,218400,6,Mid City NC,10,Mid City NC,2,218400,2019,24.873,0,24.873,98.1032,0,98.1032,No,7068024.83691406,12186.678408925
654,218500,6,Mid City NC,10,Mid City NC,2,218500,2019,17.062,45,62.062,84.412951,222.634088,307.04704,No,5634984.57324219,11049.3194067051
655,218600,6,Mid City NC,10,Mid City NC,2,218600,2019,1.844,0,1.844,11.097045,0,11.097045,No,4632637.64160156,8989.24635179727
656,218701,6,United Neighborhoods NC,10,United Neighborhoods NC,2,218701,2019,10.856,0,10.856,51.13028,0,51.13028,No,5919040.18066406,10687.1942476928
657,218702,6,United Neighborhoods NC,10,United Neighborhoods NC,2,218702,2019,20.128,11,31.128,144.9418,79.211039,224.15284,No,3871602.24121094,10284.9093935794
658,218800,6,United Neighborhoods NC,10,United Neighborhoods NC,2,218800,2019,7.936,0,7.936,49.931796,0,49.931796,No,4430752.12695313,9004.94026115497
659,218900,6,United Neighborhoods NC,10,United Neighborhoods NC,2,218900,2019,2.784,0,2.784,10.250895,0,10.250895,No,7571290.82324219,11505.7634719456
660,219010,6,United Neighborhoods NC,10,United Neighborhoods NC,2,219010,2019,2,0,2,11.749804,0,11.749804,No,4745666.82226563,9379.84814065218
661,219020,6,United Neighborhoods NC,10,United Neighborhoods NC,2,219020,2019,9.019,6,15.019,32.153001,21.390177,53.543178,No,7819936.72851563,11239.3263753914
662,219300,6,United Neighborhoods NC,10,United Neighborhoods NC,2,219300,2019,6.844,0,6.844,27.194738,0,27.194738,No,7015707.07128906,11233.5931364611
663,219500,6,West Adams NC,10,West Adams NC,2,219500,2019,27.063,0,27.063,125.706218,0,125.706218,No,6001790.58496094,10424.7171823372
664,219700,6,West Adams NC,10,West Adams NC,2,219700,2019,36.041,0,36.041,85.443003,0,85.443003,No,11759636.9628906,16598.3941335891
665,219800,6,West Adams NC,10,West Adams NC,2,219800,2019,8.429,0,8.429,48.933818,0,48.933818,No,4802231.85644531,9745.67607957918
666,219901,6,West Adams NC,10,West Adams NC,2,219901,2019,9.646,0,9.646,47.596535,0,47.596535,No,5649555.015625,10075.6732539824
667,219902,6,West Adams NC,10,West Adams NC,2,219902,2019,12.602,0,12.602,40.757203,0,40.757203,No,8616343.71972656,13284.8232472419
668,220000,6,West Adams NC,10,West Adams NC,2,220000,2019,38.906,0,38.906,103.690849,0,103.690849,No,10460249.9941406,12778.1268593338
669,220100,6,West Adams NC,10,West Adams NC,2,220100,2019,19.236,0,19.236,50.817178,0,50.817178,No,10584583.0761719,16928.6227054359
670,221110,4,Pico Union NC,1,Pico Union NC,2,221110,2019,15.796,0,15.796,174.664368,0,174.664368,No,2521465.14160156,6926.88080091452
671,221120,4,Pico Union NC,1,Pico Union NC,2,221120,2019,13.788,0,13.788,112.474337,0,112.474337,No,3417410.68359375,7524.80778174618
672,221210,4,United Neighborhoods NC,10,United Neighborhoods NC,2,221210,2019,4.734,0,4.734,34.174161,0,34.174161,No,3861725.20996094,8418.65082745804
673,221220,4,Pico Union NC,1,Pico Union NC,2,221220,2019,16.173,0,16.173,63.523657,0,63.523657,No,7097779.80273438,10529.3314996298
674,221302,4,United Neighborhoods NC,10,United Neighborhoods NC,2,221302,2019,19.867,0,19.867,111.340344,0,111.340344,No,4974547.51660156,10183.1504965131
675,221303,4,United Neighborhoods NC,10,United Neighborhoods NC,2,221303,2019,24.859,0,24.859,275.188368,0,275.188368,No,2518391.25292969,6486.08086987646
676,221304,4,United Neighborhoods NC,10,United Neighborhoods NC,2,221304,2019,18.958,0,18.958,216.066072,0,216.066072,No,2445977.96484375,6306.50562366183
677,221401,6,United Neighborhoods NC,10,United Neighborhoods NC,2,221401,2019,7.368,0,7.368,35.188419,0,35.188419,No,5837258.40332031,9623.5336715986
678,221402,6,United Neighborhoods NC,10,United Neighborhoods NC,2,221402,2019,13.991,0,13.991,68.073681,0,68.073681,No,5729621.93554688,12853.6750873629
679,221500,6,Empowerment Congress North NC,8,Empowerment Congress North NC,2,221500,2019,4.844,0,4.844,32.95297,0,32.95297,No,4098337.796875,8382.4350282243
680,221601,6,Empowerment Congress North NC,8,Empowerment Congress North NC,2,221601,2019,8.52,0,8.52,59.656397,0,59.656397,No,3981390.75097656,8298.89455190705
681,221602,6,Pico Union NC,1,Pico Union NC,2,221602,2019,35.236,0,35.236,174.556262,0,174.556262,No,5627696.13671875,12004.9317742523
682,221710,6,Empowerment Congress North NC,8,Empowerment Congress North NC,1,221710,2019,5.236,0,5.236,41.350405,0,41.350405,No,3530058.38183594,8105.79674514404
683,221810,6,Empowerment Congress North NC,8,Empowerment Congress North NC,2,221810,2019,0,0,0,0,0,0,No,3275729.671875,7474.53708150403
684,221820,6,Empowerment Congress North NC,9,Empowerment Congress North NC,2,221820,2019,0,0,0,0,0,0,No,2198677.01269531,5840.08219861618
685,221900,6,Empowerment Congress North NC,9,Empowerment Congress North NC,2,221900,2019,1.217,13,14.217,7.692727,82.173745,89.866472,No,4410283.04296875,10630.9083970174
686,222001,6,Empowerment Congress North NC,10,Empowerment Congress North NC,2,222001,2019,36.112,0,36.112,197.195484,0,197.195484,No,5105505.69042969,9152.16197723952
687,222002,6,Empowerment Congress North NC,8,Empowerment Congress North NC,2,222002,2019,14.141,0,14.141,55.856143,0,55.856143,No,7057984.32617188,10842.306021216
688,222100,6,Empowerment Congress North NC,8,Empowerment Congress North NC,2,222100,2019,1.844,0,1.844,9.971929,0,9.971929,No,5155073.80957031,10486.7200501704
689,222200,6,Empowerment Congress North NC,8,Empowerment Congress North NC,2,222200,2019,16.877,0,16.877,90.711713,0,90.711713,No,5186727.77050781,10532.9024449931
690,222500,6,Empowerment Congress North NC,8,Empowerment Congress North NC,2,222500,2019,14.919,0,14.919,59.221477,0,59.221477,No,7023311.09960938,10606.3988282627
691,222600,6,Empowerment Congress North NC,8,Empowerment Congress North NC,2,222600,2019,19.201,0,19.201,76.280417,0,76.280417,No,7017292.54199219,10585.8069768283
692,222700,6,Empowerment Congress North NC,9,Empowerment Congress North NC,2,222700,2019,157.26,0,157.26,498.286766,0,498.286766,No,8798541.48828125,13590.361940707
693,224010,4,Downtown Los Angeles NC,14,Downtown Los Angeles NC,1,224010,2019,128.43,0,128.43,400.563256,0,400.563256,No,8938651.13671875,13901.6766555826
694,224020,4,South Central NC,9,South Central NC,1,224020,2019,615.51,0,615.51,1293.617096,0,1293.617096,No,13264633.7958984,15225.8606560594
695,224200,4,Pico Union NC,1,Pico Union NC,1,224200,2019,60.54,0,60.54,426.108595,0,426.108595,No,3960807.69921875,8619.35682858454
696,224310,4,Pico Union NC,1,Pico Union NC,1,224310,2019,11.916,12,23.916,170.704758,171.908114,342.612872,No,1946006.78320313,6759.219247715
697,224320,4,Pico Union NC,1,Pico Union NC,1,224320,2019,91.422,0,91.422,814.984518,0,814.984518,No,3126978.17089844,8440.01418234132
698,224410,6,Empowerment Congress North NC,1,Empowerment Congress North NC,1,224410,2019,25.927,0,25.927,148.004886,0,148.004886,No,4883288.8515625,10535.5327508951
699,224420,6,Empowerment Congress North NC,1,Empowerment Congress North NC,1,224420,2019,20.263,0,20.263,146.314509,0,146.314509,No,3861073.06933594,8969.8611909379
700,224600,6,South Central NC,9,South Central NC,1,224600,2019,113.13,22,135.13,407.558537,79.2565,486.815037,No,7738774.65625,11201.6055269357
701,224700,6,Empowerment Congress North NC,9,Empowerment Congress North NC,1,224700,2019,32.013,0,32.013,130.402939,0,130.402939,No,6843995.125,10813.5783753014
702,226001,4,Downtown Los Angeles NC,9,Downtown Los Angeles NC,2,226001,2019,230.75,0,230.75,577.136067,0,577.136067,No,11146510.2041016,19074.3021389491
703,226002,4,Downtown Los Angeles NC,14,Downtown Los Angeles NC,2,226002,2019,525.14,0,525.14,529.720418,0,529.720418,No,27637117.7763672,21399.9638254062
704,226410,6,South Central NC,9,South Central NC,2,226410,2019,11.22,0,11.22,102.871577,0,102.871577,No,3040396.93457031,7123.26933564079
705,226420,6,South Central NC,9,South Central NC,2,226420,2019,12.78,0,12.78,77.528227,0,77.528227,No,4595529.94433594,8779.28349066299
706,226700,6,South Central NC,9,South Central NC,2,226700,2019,18.498,0,18.498,61.208317,0,61.208317,No,8425183.73046875,12153.3516301439
707,227010,6,South Central NC,9,South Central NC,2,227010,2019,23.285,0,23.285,104.122608,0,104.122608,No,6234570.11621094,11857.8172544309
708,227020,6,South Central NC,9,South Central NC,2,227020,2019,27.962,0,27.962,164.54738,0,164.54738,No,4737494.61035156,9166.08822817509
709,228100,6,South Central NC,9,South Central NC,2,228100,2019,14.672,0,14.672,37.873786,0,37.873786,No,10823654.0810547,15291.9034022672
710,228210,6,South Central NC,9,South Central NC,2,228210,2019,32.759,0,32.759,206.417948,0,206.417948,No,4424218.23046875,9184.94247328912
711,228220,6,Central Alameda NC,9,Central Alameda NC,2,228220,2019,16.992,0,16.992,120.171438,0,120.171438,No,3942173.5,9102.3436128604
712,228310,6,South Central NC,9,South Central NC,2,228310,2019,42.134,0,42.134,199.747221,0,199.747221,No,5880592.26464844,11253.7660897107
713,228320,6,Zapata-King NC,9,Zapata-King NC,2,228320,2019,6.368,0,6.368,48.93328,0,48.93328,No,3628046.40136719,10223.7718932206
714,228410,6,South Central NC,9,South Central NC,2,228410,2019,6.236,0,6.236,58.157097,0,58.157097,No,2989292.87304688,7107.52755882597
715,228420,6,Zapata-King NC,9,Zapata-King NC,2,228420,2019,21.075,0,21.075,196.773736,0,196.773736,No,2985544.3671875,7921.23893615736
716,228500,6,Zapata-King NC,9,Zapata-King NC,2,228500,2019,25.869,35,60.869,149.257238,201.940676,351.197914,No,4831466.26171875,9215.96635317134
717,228600,6,Zapata-King NC,9,Zapata-King NC,2,228600,2019,8.531,3,11.531,41.928692,14.744587,56.673279,No,5672163.19726563,9590.82517169507
718,228710,6,Central Alameda NC,9,Central Alameda NC,2,228710,2019,19.664,0,19.664,125.815699,0,125.815699,No,4357264.08398438,9256.71842675628
719,228720,6,Central Alameda NC,9,Central Alameda NC,2,228720,2019,25.41,0,25.41,162.83624,0,162.83624,No,4350199.19335938,9244.68042564941
720,228800,6,Central Alameda NC,9,Central Alameda NC,2,228800,2019,22.328,0,22.328,68.477868,0,68.477868,No,9106745.98632813,12377.0261699935
721,228900,6,Central Alameda NC,9,Central Alameda NC,2,228900,2019,34,0,34,170.816049,0,170.816049,No,5558501.60449219,9667.04953160606
722,229100,6,Central Alameda NC,9,Central Alameda NC,2,229100,2019,21.98,0,21.98,119.833504,0,119.833504,No,5129008.88671875,9163.42944962114
723,229200,6,Zapata-King NC,9,Zapata-King NC,2,229200,2019,53.088,53,106.09,308.509433,307.99804,616.519096,No,4797293.56054688,8927.07698132188
724,229300,6,Zapata-King NC,9,Zapata-King NC,2,229300,2019,26.535,0,26.535,136.647728,0,136.647728,No,5413323.84472656,9544.74921982064
725,229410,6,Zapata-King NC,9,Zapata-King NC,2,229410,2019,26.233,0,26.233,125.255808,0,125.255808,No,5838461.22949219,9707.07979642057
726,229420,6,Zapata-King NC,9,Zapata-King NC,2,229420,2019,6.429,0,6.429,28.503959,0,28.503959,No,6287983.53515625,10051.8149796869
727,231100,6,South Central NC,9,South Central NC,2,231100,2019,163.11,230,393.11,472.507105,666.278182,1138.785287,No,9623412.54394531,12919.1063752826
728,231210,6,Empowerment Congress North NC,8,Empowerment Congress North NC,2,231210,2019,37.195,5,42.195,300.404502,40.382377,340.786879,No,3451516.03417969,7922.28847631495
729,231220,6,Empowerment Congress North NC,9,Empowerment Congress North NC,2,231220,2019,37.688,3,40.688,101.131987,8.050201,109.182188,No,10389271.9794922,13177.4026184603
