FID,Tract,SPA,SD,CD,totUnshelt,totSheltPe,totPeople,Shape__Area,Shape__Length,OBJECTID,Tract_N,SPA,SD,CD,totUnshelt,totShelt,totPeople,Shape__Area,Shape__Length,GlobalID,OBJECTID,Tract_N,SPA,Detailed_1,CD,Detailed_N,SD,Tract_1,Year_1,totUnshe_1,totShelt_1,totPeopl_1,u_dens,s_dens,t_dens,unincorpor,Shape__Area,Shape__Length
777,237500,6,2,8,53.47,0,53.47,491789.890625,3036.9104592336603,774,195500,4,1,13,10.812000000000001,0,10.812000000000001,1232524.72210693,5899.29597674782,2b674738-d107-4abd-9878-9f051daa1697,773,237500,6,United for Victory NC,8,United for Victory NC,2,237500,2019,17.69,0,17.69,135.8202,0.0,135.8202,No,3631172.11621094,8245.46055884458
778,237600,6,2,8,51.94,0,51.94,734409.0546875,3486.4308391121003,775,195710,4,1,13,44.82899999999999,255,299.829,488109.89672851603,2968.27985217439,1e546015-a7cc-4c85-9241-6fa97c1e9493,774,237600,6,United for Victory NC,8,United for Victory NC,2,237600,2019,14.414000000000001,0,14.414000000000001,74.107881,0.0,74.107881,No,5422278.1015625,9469.287204789509
779,237710,6,2,8,35.080999999999996,0,35.080999999999996,630141.984375,3455.24456924171,776,195720,4,1,13,49.4,0,49.4,298280.65582275396,2539.99967241623,3577b2e6-9dce-4abd-9713-8ea009ed35e3,775,237710,6,United for Victory NC,8,United for Victory NC,2,237710,2019,16.472,0,16.472,98.688592,0.0,98.688592,No,4653283.00878906,9398.049071347099
780,237720,6,2,8,7.406000000000001,0,7.406000000000001,474045.4296875,3209.0918969070003,777,195802,4,1,13,90.945,0,90.945,402998.463256836,3030.74938427107,53ec8c07-2fe7-45e7-a7fb-5a139cffd71c,776,237720,6,United for Victory NC,8,United for Victory NC,2,237720,2019,17.371,0,17.371,138.333619,0.0,138.333619,No,3500789.11132813,8731.728735152159
781,237800,6,2,8,4.0,0,4.0,1417985.39453125,4834.48785850525,778,195804,4,1,13,22.371,0,22.371,336157.203308105,2351.2454741292,42508c7a-7b4f-46e7-99c2-949ebd5ecb74,777,237800,6,Empowerment Congress Southwest NC,8,Empowerment Congress Southwest NC,2,237800,2019,15.208,0,15.208,40.489333,0.0,40.489333,No,10470852.921875,13143.584959527
782,237900,6,2,8,2.0,0,2.0,1428178.03125,4879.06409547854,779,195901,4,1,13,4.913,0,4.913,287288.21704101603,2474.81446707012,21313f74-20fd-4037-a283-5c54b2169788,778,237900,6,Empowerment Congress Southwest NC,8,Empowerment Congress Southwest NC,2,237900,2019,20.531,0,20.531,54.270976,0.0,54.270976,No,10542841.6435547,13264.6219388435
783,238000,6,2,8,17.914,0,17.914,2423568.765625,7777.89879948778,780,195903,4,1,13,8.609,0,8.609,238608.69671630897,2055.3671102487,c7738413-fdfd-44ad-b6ff-3182616b55b2,779,238000,6,Empowerment Congress Southwest NC,8,Empowerment Congress Southwest NC,2,238000,2019,29.956999999999997,0,29.956999999999997,46.637878,0.0,46.637878,No,17920523.969726603,21160.0198761056
784,238100,6,2,8,9.19,62,71.19,1433717.62109375,4880.5633305606,781,197200,4,1,13,5.337999999999999,0,5.337999999999999,780425.4442138671,4515.61650324706,325d987e-358e-40b4-9691-8a1692a72641,780,238100,6,Empowerment Congress Southwest NC,8,Empowerment Congress Southwest NC,2,238100,2019,21.219,71,92.219,55.863189,186.921458,242.784646,No,10579106.673828099,13261.3388480031
785,238200,6,2,8,7.19,0,7.19,1496208.59375,5107.91999785937,782,197300,4,1,13,6.29,0,6.29,652463.165649414,4470.56827430187,88f73e24-8660-46ea-b685-644439365970,781,238200,6,Empowerment Congress Southwest NC,8,Empowerment Congress Southwest NC,2,238200,2019,6.604,0,6.604,16.660113,0.0,16.660113,No,11050247.6044922,13889.049068365
786,238310,6,2,8,34.863,0,34.863,578721.2109375,3421.2957577888105,783,197410,4,1,13,16.479,0,16.479,1360515.6239623998,5498.44436015932,d24febc0-6e88-4c7c-b8e4-d7b0b8189ec2,782,238310,6,Empowerment Congress Southeast NC,8,Empowerment Congress Southeast NC,2,238310,2019,6.843999999999999,0,6.843999999999999,44.640608,0.0,44.640608,No,4274214.35839844,9306.529528568191
787,238320,6,2,8,39.904,458,497.904,682448.1171875,3558.5804463426293,784,197420,4,1,13,39.707,72,111.70700000000001,619565.105285645,3535.96812035942,6442d541-789a-4015-8a9e-05cb8e254e28,783,238320,6,Empowerment Congress Southeast NC,8,Empowerment Congress Southeast NC,2,238320,2019,32.775,5,37.775,181.268122,27.653413,208.921535,No,5040940.61230469,9679.10144309037
788,238400,6,2,8,22.785999999999998,0,22.785999999999998,1896565.20703125,5843.985162487571,785,197600,4,1,1,29.218000000000004,0,29.218000000000004,400523.988769531,3167.9004120228196,ac112806-089d-453e-8ee7-f03647e65185,784,238400,6,Empowerment Congress Southwest NC,8,Empowerment Congress Southwest NC,2,238400,2019,44.591,0,44.591,88.72965400000001,0.0,88.72965400000001,No,14010133.1826172,15900.873359253701
789,239201,6,2,9,88.163,0,88.163,655981.046875,3272.55083366714,786,197700,4,1,1,28.454,0,28.454,661340.311706543,4012.77434084225,dbc0bdc4-0e8b-401e-80ce-413846d7a633,785,239201,6,CANNDU NC,9,CANNDU NC,2,239201,2019,24.875999999999998,0,24.875999999999998,143.213171,0.0,143.213171,No,4842387.90625,8889.5113557301
790,239202,6,2,9,61.611999999999995,0,61.611999999999995,1860036.14453125,5836.38291164389,787,199000,4,1,1,112.99,0,112.99,1574730.97302246,5737.73431028596,85b0a1aa-b996-49fe-9125-61fa5f0b921c,786,239202,6,CANNDU NC,9,CANNDU NC,2,239202,2019,93.979,304,397.98,190.810214,617.226241,808.0384849999999,No,13843465.191406302,16071.3647732291
791,239310,6,2,9,28.165,0,28.165,779780.22265625,3563.5740629666707,788,199110,4,1,14,0.0,0,0.0,914811.284118652,4061.2751708995293,44413a44-f7c9-49a1-8851-2d2d1973442f,787,239310,6,CANNDU NC,9,CANNDU NC,2,239310,2019,26.48,0,26.48,128.222461,0.0,128.222461,No,5757118.46191406,9679.3664064823
792,239320,6,2,9,10.724,0,10.724,506002.71484375,3050.66295416406,789,199120,4,1,1,26.289,0,26.289,967260.8948974609,5014.11621302092,cfdf2e33-4a36-452d-b97b-26467056dc94,788,239320,6,CANNDU NC,9,CANNDU NC,2,239320,2019,3.2110000000000003,0,3.2110000000000003,23.961105,0.0,23.961105,No,3736084.22363281,8282.15669132055
793,239330,6,2,9,17.065,0,17.065,1428074.07421875,4944.1120408503,790,199202,4,1,1,4.662,0,4.662,946052.27532959,5311.3348181165,eecd52f0-2d89-4768-b6ac-4e1e55030bc1,789,239330,6,CANNDU NC,9,CANNDU NC,2,239330,2019,57.516000000000005,0,57.516000000000005,152.073892,0.0,152.073892,No,10647509.5947266,13520.5957369153
794,239501,6,2,9,7.095,0,7.095,691270.4140625,3887.2573008712798,791,199300,4,1,1,45.957,0,45.957,2606938.97155762,9355.60166413403,5faa646c-fdef-4a73-904e-75c3e018885f,790,239501,6,CANNDU NC,9,CANNDU NC,2,239501,2019,3.0610000000000004,0,3.0610000000000004,16.717704,0.0,16.717704,No,5154005.45605469,10652.1675805795
795,239502,6,2,9,3.0,0,3.0,744714.98046875,3977.5820462684496,792,199400,4,1,1,35.12,0,35.12,698231.868530273,5051.334597381389,ca5e1a8d-9b67-44ff-8cf4-0295f0eb2b15,791,239502,6,CANNDU NC,9,CANNDU NC,2,239502,2019,0.0,0,0.0,0.0,0.0,0.0,No,5551719.5390625,10897.928647841
796,239601,6,2,9,33.75,0,33.75,615539.4453125,3527.4803168563103,793,199800,4,1,1,3.353,0,3.353,652282.260131836,3282.691855115,2f77f4cd-1bfa-40b0-ac7a-ef31cdc3085b,792,239601,6,CANNDU NC,9,CANNDU NC,2,239601,2019,16.592,0,16.592,101.765928,0.0,101.765928,No,4545157.265625,9594.40948115816
797,239602,6,2,9,50.961999999999996,0,50.961999999999996,521971.25390625,3409.40518714563,794,199900,4,1,1,33.893,0,33.893,443960.141296387,3094.9250934388397,c618175d-2ab1-41cc-b35f-30daa4b51f2c,793,239602,6,CANNDU NC,9,CANNDU NC,2,239602,2019,6.122000000000001,0,6.122000000000001,44.276295000000005,0.0,44.276295000000005,No,3854736.98144531,9274.68397379536
798,239701,6,2,9,33.309,19,52.309,597127.48046875,3488.44574599547,795,201110,4,1,14,5.676,0,5.676,1009707.15045166,6446.135633435661,8b08a834-8913-499f-91e5-643a133ff3e6,794,239701,6,CANNDU NC,9,CANNDU NC,2,239701,2019,34.711,27,61.711000000000006,219.426746,170.681402,390.10814799999997,No,4409962.01074219,9489.063380706859
799,239702,6,2,9,62.31,0,62.31,708670.62890625,3699.93873816817,796,201120,4,1,14,3.2939999999999996,0,3.2939999999999996,798323.3366088871,5441.24708286715,925d79f0-4a94-48d9-884f-d20d1eee5114,795,239702,6,CANNDU NC,9,CANNDU NC,2,239702,2019,23.201,0,23.201,123.56969699999999,0.0,123.56969699999999,No,5234226.91503906,10063.1502975579
800,239801,6,2,9,12.967,0,12.967,540379.75,3660.28969222641,797,201301,4,1,14,12.324000000000002,0,12.324000000000002,896710.3522338871,5594.883278640179,019d1bf5-0724-4157-8d8c-c34feebeaf07,796,239801,6,CANNDU NC,9,CANNDU NC,2,239801,2019,0.0,20,20.0,0.0,139.70780200000002,139.70780200000002,No,4029875.890625,10037.9214192084
801,239802,6,2,9,19.778,0,19.778,888184.83984375,4135.7434309373,798,201302,4,1,14,1.831,0,1.831,969061.673400879,4366.79679161316,5a7abceb-8148-42ed-8cfc-21d972e9f6b1,797,239802,6,CANNDU NC,9,CANNDU NC,2,239802,2019,11.815,14,25.815,50.209068,59.494452,109.70352,No,6623737.60351563,11328.4272892052
802,240010,6,2,9,7.276,0,7.276,857479.53515625,4487.66062607447,799,201401,4,1,14,28.715999999999998,0,28.715999999999998,1324484.66473389,4632.87117870415,dcb6edc9-b198-4831-b87c-e7fbd87a4237,798,240010,6,Empowerment Congress Southeast NC,9,Empowerment Congress Southeast NC,2,240010,2019,25.085,0,25.085,110.40784099999999,0.0,110.40784099999999,No,6330658.91992188,12209.3972633634
803,240020,6,2,9,9.19,0,9.19,1048836.01171875,4722.74626413706,800,201501,4,1,14,5.492999999999999,0,5.492999999999999,883553.5972900391,4329.10831453753,ac79161a-b63c-403f-a828-5384be5f1858,799,240020,6,Empowerment Congress Southeast NC,9,Empowerment Congress Southeast NC,2,240020,2019,22.436,0,22.436,80.72456899999999,0.0,80.72456899999999,No,7747727.96191406,12849.734902113301
804,240200,6,2,8,24.0,0,24.0,1088214.53515625,4154.14136729144,801,201503,4,1,14,13.874,0,13.874,442235.164672852,2758.88363776352,59ec572c-f58a-4746-b92d-4cb30602aed0,800,240200,6,Empowerment Congress Southeast NC,8,Empowerment Congress Southeast NC,2,240200,2019,29.394000000000002,76,105.39,101.936622,263.563423,365.486173,No,8039033.29589844,11289.0067088245
805,240300,6,2,8,37.15,0,37.15,1185445.80859375,4413.74808102549,802,201504,4,1,14,3.662,0,3.662,357903.724304199,2892.1236046079403,e49ef9df-7257-44cd-92f1-dc656fb35af8,801,240300,6,Empowerment Congress Southeast NC,8,Empowerment Congress Southeast NC,2,240300,2019,42.488,46,88.488,135.261653,146.442196,281.70384900000005,No,8756994.25683594,11999.718075909499
806,240401,6,2,8,17.133,25,42.133,1010383.67578125,4161.887139649621,803,201602,4,1,14,13.632,0,13.632,1025590.49560547,5573.86934041344,ff582c94-7f27-4759-932f-efe1fb9fd6a4,802,240401,6,Empowerment Congress Southeast NC,8,Empowerment Congress Southeast NC,2,240401,2019,17.986,0,17.986,67.16936,0.0,67.16936,No,7464894.94140625,11320.4205523443
807,240402,6,2,8,57.583,0,57.583,875951.48046875,4091.2172405457104,804,201700,4,1,14,0.0,0,0.0,1671625.2066040002,6305.8216055926205,8dd68987-54a9-4e33-ba5f-617307dfb958,803,240402,6,Empowerment Congress Southeast NC,8,Empowerment Congress Southeast NC,2,240402,2019,79.55,0,79.55,342.632838,0.0,342.632838,No,6473153.59472656,11129.935540913999
808,240500,6,2,8,29.721999999999998,24,53.722,1183055.40234375,4514.40161152241,805,203100,4,1,14,10.773,0,10.773,660919.681091309,3610.3861739814797,d2956734-229d-492e-b078-b2050d1deb3e,804,240500,6,Empowerment Congress Southeast NC,8,Empowerment Congress Southeast NC,2,240500,2019,21.738000000000003,11,32.738,69.327618,35.081599,104.40921800000001,No,8741516.29785156,12266.550668714299
809,240600,6,2,8,28.919,0,28.919,984619.88671875,4157.1681652974,806,203300,4,1,14,50.422,0,50.422,1478878.56182861,4751.80665216528,70e241f3-c090-42bd-9a07-e915ab00a407,805,240600,6,Empowerment Congress Southeast NC,8,Empowerment Congress Southeast NC,2,240600,2019,34.02,0,34.02,130.364104,0.0,130.364104,No,7275171.40625,11293.0358412995
810,240700,6,2,8,96.43299999999999,0,96.43299999999999,1740192.0546875,5531.25139149208,807,203600,4,1,14,16.84,19,35.84,565502.465759277,3250.02146549284,53a7c575-6b11-4157-ab23-f8f8d668404e,806,240700,6,Empowerment Congress Southeast NC,8,Empowerment Congress Southeast NC,2,240700,2019,22.738000000000003,0,22.738000000000003,49.300131,0.0,49.300131,No,12845160.771484401,14964.987930066101
811,240800,6,2,8,25.771,0,25.771,929958.8359375,4973.41740554094,808,203720,4,1,14,19.343,0,19.343,321682.833679199,2430.24289306638,d1f9f4a9-be9f-4e2e-8bf6-770a4ad0c72f,807,240800,6,Empowerment Congress Southeast NC,8,Empowerment Congress Southeast NC,2,240800,2019,18.955,0,18.955,76.891502,0.0,76.891502,No,6872281.84667969,13530.4332004729
812,240900,6,2,8,43.683,0,43.683,1558955.34375,5244.87181516501,809,203800,4,1,14,25.13,0,25.13,488993.351745605,2883.46707612834,c621126b-a8d8-4c28-8817-4b6ec3f1c644,808,240900,6,Empowerment Congress Southeast NC,8,Empowerment Congress Southeast NC,2,240900,2019,118.0,14,132.0,285.504025,33.873359,319.377384,No,11521804.3945313,14267.125855812199
813,241001,6,2,15,76.403,0,76.403,1320948.0859375,6662.94876338161,810,203900,4,1,14,19.812,0,19.812,459206.84588623,3603.0902868385497,c3e8e66b-b55a-4707-92de-c507d8255ef1,809,241001,6,Harbor Gateway North NC,15,Harbor Gateway North NC,2,241001,2019,21.713,0,21.713,61.9932,0.0,61.9932,No,9761376.78515625,18132.1938778948
814,241002,6,2,15,61.451,0,61.451,1029891.72265625,4782.73063353024,811,204120,4,1,14,2.8310000000000004,0,2.8310000000000004,264294.455566406,2128.0705787776897,21369797-c7aa-45a1-9c89-dce38bba64e8,810,241002,6,Harbor Gateway North NC,15,Harbor Gateway North NC,2,241002,2019,26.986,0,26.986,98.813455,0.0,98.813455,No,7612053.875,13015.4735002423
815,241110,6,2,8,13.585999999999999,0,13.585999999999999,708776.5625,3877.83363117335,812,204200,4,1,14,14.077,0,14.077,301637.34722900396,2325.91080326603,b2913948-8970-4a4c-b252-8f56b731e95f,811,241110,6,Empowerment Congress Southeast NC,8,Empowerment Congress Southeast NC,2,241110,2019,15.0,0,15.0,79.83005,0.0,79.83005,No,5238877.98828125,10530.1966188964
816,241120,6,2,8,5.797999999999999,0,5.797999999999999,966120.94921875,4271.56461774979,813,204300,4,1,14,2.6180000000000003,0,2.6180000000000003,644857.7037963871,3321.8043488971,5c21fc01-1d67-4aed-95ba-8285b9b98917,812,241120,6,Empowerment Congress Southeast NC,8,Empowerment Congress Southeast NC,2,241120,2019,22.688000000000002,0,22.688000000000002,88.582647,0.0,88.582647,No,7140006.90820313,11602.975364990702
817,241201,6,2,8,6.686,0,6.686,707771.7109375,3741.35051631814,814,204420,4,1,14,15.806,18,33.806,302745.6484375,2335.57528282865,637c97df-8842-4be1-982a-e294529d1941,813,241201,6,Empowerment Congress Southeast NC,8,Empowerment Congress Southeast NC,2,241201,2019,47.111000000000004,0,47.111000000000004,251.10315899999998,0.0,251.10315899999998,No,5230771.11425781,10180.6431653247
818,241202,6,2,8,3.6860000000000004,0,3.6860000000000004,1694644.76953125,5162.3598009448,815,204600,4,1,14,14.863,0,14.863,576601.659179688,3727.93913907271,b1080a25-5361-4d02-9432-faf9fe820b9a,814,241202,6,Harbor Gateway North NC,8,Harbor Gateway North NC,2,241202,2019,26.714000000000002,0,26.714000000000002,59.458372,0.0,59.458372,No,12591023.8476563,14071.303280170701
819,241300,6,2,15,34.19,0,34.19,760287.6171875,3659.7512294021703,816,204700,4,1,14,5.831,0,5.831,1014896.5670166,4068.4322852132796,21965e99-6a65-4751-8dfb-a56ba8d3c17b,815,241300,6,Harbor Gateway North NC,15,Harbor Gateway North NC,2,241300,2019,31.772,0,31.772,157.595594,0.0,157.595594,No,5680589.59570313,10024.2580804116
820,241400,6,2,15,81.366,0,81.366,837197.125,4054.34889536137,817,204810,4,1,14,44.816,0,44.816,764965.2649536129,3515.65136626685,3812e748-c0f8-4b7a-8f7b-ff89adbfe036,816,241400,6,Harbor Gateway North NC,15,Harbor Gateway North NC,2,241400,2019,14.530999999999999,16,30.531,65.454562,72.071639,137.52620100000001,No,6159301.72167969,10949.537251031601
821,242000,6,2,15,8.998,232,240.998,942017.64453125,3873.65541521891,818,204910,4,1,14,10.594000000000001,0,10.594000000000001,514620.03417968797,2933.22140055782,f6f3faae-695c-4bd2-9a29-c4b3cc076c9f,817,242000,6,Watts NC,15,Watts NC,2,242000,2019,17.298,0,17.298,69.270799,0.0,69.270799,No,6907808.81542969,10602.2599016246
822,242100,6,2,15,12.276,0,12.276,401747.47265625,3862.8085509933203,819,204920,4,1,14,45.493,0,45.493,910265.883789063,3835.3067316734796,f9ccb46a-ea20-4591-8fc9-1f1cba803160,818,242100,6,Watts NC,15,Watts NC,2,242100,2019,1.844,0,1.844,17.317413000000002,0.0,17.317413000000002,No,3205788.18457031,10606.2585799351
823,242200,6,2,15,9.711,0,9.711,1184797.48828125,4757.06970591625,820,205120,4,1,14,57.856,0,57.856,1488306.61462402,5912.45689465985,78c92b15-9875-4049-827a-67bdd110debc,819,242200,6,Watts NC,15,Watts NC,2,242200,2019,47.486999999999995,0,47.486999999999995,151.230932,0.0,151.230932,No,8834928.93457031,13018.4909222419
824,242300,6,2,15,12.579,0,12.579,917899.76171875,4237.13022723345,821,206010,4,1,1,29.764,10,39.764,1457523.56677246,6269.55034282512,7ae2232a-5a9d-48db-b2cd-ceb66f423bc6,820,242300,6,Watts NC,15,Watts NC,2,242300,2019,69.432,0,69.432,285.412328,0.0,285.412328,No,6861528.01464844,11558.737197203898
825,242600,6,2,15,97.022,0,97.022,693211.296875,3366.29865001318,822,206020,4,1,14,101.59899999999999,0,101.59899999999999,873303.459899902,3656.5519393114796,ef3853b8-5bd0-47b3-a123-b5bf21444244,821,242600,6,Watts NC,15,Watts NC,2,242600,2019,9.538,0,9.538,51.895951000000004,0.0,51.895951000000004,No,5184466.33105469,9215.50199252572
826,242700,6,2,15,10.19,0,10.19,1478642.1328125,5289.0403640206,823,206031,4,1,14,284.28700000000003,0,284.28700000000003,4757771.53118896,11125.818071355501,046b68e3-125b-4b57-80e4-46a4c647b085,822,242700,6,Watts NC,15,Watts NC,2,242700,2019,40.357,0,40.357,102.95297099999999,0.0,102.95297099999999,No,10980352.1445313,14404.563996801498
827,243000,6,2,15,22.343000000000004,0,22.343000000000004,1044890.6171875,4083.84723241625,824,206050,4,1,14,36.004,0,36.004,1739535.55157471,7758.56682312677,af8387a4-dd47-4742-a5e9-69e9b9647633,823,243000,6,Watts NC,15,Watts NC,2,243000,2019,34.296,16,50.29600000000001,123.819364,57.76504,181.584404,No,7757187.38183594,11123.0944354705
828,243100,6,2,15,34.19,0,34.19,884029.65234375,3928.4383721790205,825,206200,4,1,14,582.682,406,988.682,567355.872497559,3437.45301858411,ad995b68-c5b2-4a2b-a656-a26f489bb909,824,243100,6,Watts NC,15,Watts NC,2,243100,2019,38.163000000000004,8,46.163000000000004,162.82513899999998,34.132566,196.957705,No,6653388.50488281,10770.8656778906
829,261101,5,3,4,0.0,0,0.0,9781026.09375,23452.1514182391,826,207101,4,1,1,34.634,0,34.634,294016.179199219,2349.3764781549803,d7021a3d-ce6f-4799-abe5-78937dc18e09,825,261101,5,Bel Air-Beverly Crest NC,4,Bel Air-Beverly Crest NC,3,261101,2019,0.0,0,0.0,0.0,0.0,0.0,Yes,72357640.6601563,64007.5042757622
830,261102,5,3,5,5.903,0,5.903,11611943.953125,20558.8069851642,827,207102,4,1,1,180.783,0,180.783,418813.76782226603,3018.71558044166,39c7ed82-b1b8-42d9-8b9c-85101544d0d3,826,261102,5,Bel Air-Beverly Crest NC,5,Bel Air-Beverly Crest NC,3,261102,2019,0.0,0,0.0,0.0,0.0,0.0,No,85106086.33691409,56037.4424367629
831,261200,5,3,5,2.095,0,2.095,11102891.6875,21978.5806923777,828,207103,4,1,1,12.208,0,12.208,321304.100830078,2909.4199907057896,3b1a250b-5dc4-4e9a-8328-f199ce7e640f,827,261200,5,Bel Air-Beverly Crest NC,5,Bel Air-Beverly Crest NC,3,261200,2019,0.0,0,0.0,0.0,0.0,0.0,No,81710609.5185547,59594.576999415
832,262100,5,3,5,0.0,0,0.0,12821965.7773438,25938.918178300897,829,207301,4,1,14,109.971,42,151.971,430865.28436279297,3719.33156080341,efea3738-296f-4a89-b4c2-6f021c9d40d1,828,262100,5,Bel Air-Beverly Crest NC,5,Bel Air-Beverly Crest NC,3,262100,2019,0.0,0,0.0,0.0,0.0,0.0,No,94403704.52441409,70329.90436921059
833,262200,5,3,5,0.0,0,0.0,12521145.2773438,19274.1910931308,830,207400,4,1,14,165.482,0,165.482,887809.65435791,4503.73773610015,fad335cc-cb6f-4509-a360-883eb9f990b2,829,262200,5,Bel Air-Beverly Crest NC,5,Bel Air-Beverly Crest NC,3,262200,2019,0.0,0,0.0,0.0,0.0,0.0,No,92176516.54003909,52236.979424405705
834,262301,5,3,11,3.3989999999999996,0,3.3989999999999996,19098793.199218802,27442.896867747597,831,207501,4,1,14,24.0,0,24.0,139726.515869141,1475.95424137492,22d37f52-dabe-49e5-b769-a4803a8e8c9e,830,262301,5,Brentwood Community Council,11,Brentwood Community Council,3,262301,2019,0.0,0,0.0,0.0,0.0,0.0,No,140591840.560547,74404.1753334119
835,262302,5,3,11,0.0,0,0.0,4467685.21875,11912.4314634577,832,207502,4,1,14,31.555,0,31.555,415497.97369384795,2769.96750692364,540d1310-5ed0-489d-b534-fa5ffdec6b49,831,262302,5,Brentwood Community Council,11,Brentwood Community Council,3,262302,2019,0.0,0,0.0,0.0,0.0,0.0,No,32909250.4287109,32300.106064813503
836,262303,5,3,11,1.808,0,1.808,3819228.68359375,10774.0053880203,833,207900,4,1,14,82.79899999999999,0,82.79899999999999,899709.910095215,3906.7785795782597,703b6361-a00e-4539-924d-6a50014c70af,832,262303,5,Brentwood Community Council,11,Brentwood Community Council,3,262303,2019,0.0,0,0.0,0.0,0.0,0.0,No,28140260.5693359,29228.6341621453
837,262400,5,3,11,0.0,0,0.0,16472351.542968802,27700.773678997797,834,208000,4,1,1,37.531,0,37.531,960887.442626953,4335.28593258829,4bafcea4-ab25-4ad0-8411-ee081e5d9065,833,262400,5,Brentwood Community Council,11,Brentwood Community Council,3,262400,2019,0.0,0,0.0,0.0,0.0,0.0,No,121291810.228516,75092.658808483
838,262501,5,3,11,0.0,0,0.0,2392621.55078125,7341.52793580119,835,208302,4,1,13,30.791999999999998,91,121.792,436308.75463867205,2983.5051570422497,b5572102-2dba-4da4-8f0a-f054f6034a02,834,262501,5,Pacific Palisades Community Council,11,Pacific Palisades Community Council,3,262501,2019,0.0,0,0.0,0.0,0.0,0.0,No,17635210.171875,19926.1824333722
839,262601,5,3,11,0.0,0,0.0,5395687.484375,12814.4564004051,836,208401,4,1,13,7.912999999999999,0,7.912999999999999,229914.48840332,1918.41845534375,acb92984-4588-4ad3-85f6-7957702f3c8e,835,262601,5,Pacific Palisades Community Council,11,Pacific Palisades Community Council,3,262601,2019,0.0,0,0.0,0.0,0.0,0.0,No,39747922.9160156,34786.647457250096
840,262604,5,3,11,26.439,0,26.439,8251136.87109375,19425.9316099952,837,208402,4,1,13,47.513000000000005,0,47.513000000000005,342194.14495849604,2630.13892638713,c0f91f07-17b4-4bf1-9cfd-50902c81b3e0,836,262604,5,Pacific Palisades Community Council,11,Pacific Palisades Community Council,3,262604,2019,9.023,0,9.023,4.1363330000000005,0.0,4.1363330000000005,No,60977049.3896484,52565.1720995887
841,262704,5,3,11,42.831,0,42.831,2708880.5703125,9212.93061182322,838,208502,4,1,13,21.396,0,21.396,260341.395141602,2065.12043780238,2f308ea0-3e15-4e17-bf44-359eb6ab332d,837,262704,5,Pacific Palisades Community Council,11,Pacific Palisades Community Council,3,262704,2019,50.388999999999996,0,50.388999999999996,70.344219,0.0,70.344219,No,20951402.8154297,25204.491204371698
842,262706,5,3,11,14.798,0,14.798,3119221.703125,7868.42786391677,839,203500,4,1,14,35.541,0,35.541,1653186.74383545,5716.096219212671,bd8a6408-0de3-4306-8381-88c31d7d8e3d,838,262706,5,Pacific Palisades Community Council,11,Pacific Palisades Community Council,3,262706,2019,16.387999999999998,0,16.387999999999998,19.866277,0.0,19.866277,No,24962572.756835897,22184.8047883601
843,262802,5,3,11,17.058,0,17.058,4809878.640625,14027.7891888748,840,208610,4,1,13,4.0,84,88.0,342913.440307617,2509.35739566305,3ebe0a06-6a9c-46ea-8a50-94c1897cc5f3,839,262802,5,Pacific Palisades Community Council,11,Pacific Palisades Community Council,3,262802,2019,3.612,0,3.612,2.839852,0.0,2.839852,No,35799225.0693359,38652.8294136921
844,264000,5,3,11,1.926,0,1.926,2728261.76953125,8462.27745800228,841,208620,4,1,13,35.704,0,35.704,325299.313293457,2500.85683651091,0dffafcd-f6d3-492d-aae5-937dd5f551d4,840,264000,5,Brentwood Community Council,11,Brentwood Community Council,3,264000,2019,0.0,0,0.0,0.0,0.0,0.0,No,20083061.425781302,22946.695500708
845,264102,5,3,11,0.0,0,0.0,579125.54296875,3778.40369301621,842,208720,4,2,1,32.013000000000005,0,32.013000000000005,165002.634399414,2110.78964549598,fa4b5e2f-a9ec-4dac-ada8-2520776ceb7a,841,264102,5,Brentwood Community Council,11,Brentwood Community Council,3,264102,2019,1.411,0,1.411,9.217417,0.0,9.217417,No,4267106.61328125,10246.0582906399
846,264103,5,3,11,2.8080000000000003,0,2.8080000000000003,336684.1015625,2713.59925274925,843,208801,4,1,1,75.61399999999999,0,75.61399999999999,270306.108337402,2377.59842997784,b79487de-78e9-4dab-98cc-1e0ff99fd70d,842,264103,5,Brentwood Community Council,11,Brentwood Community Council,3,264103,2019,4.612,0,4.612,51.817321,0.0,51.817321,No,2497489.44042969,7383.383280726851
847,264301,5,3,11,15.562000000000001,0,15.562000000000001,613591.4609375,3205.76323213248,844,208802,4,1,1,16.041,0,16.041,211736.35675048802,2348.70084824747,f939c606-647f-4341-8150-c376c9236534,843,264301,5,Brentwood Community Council,11,Brentwood Community Council,3,264301,2019,1.0,0,1.0,6.164352,0.0,6.164352,No,4530448.6328125,8716.759595516429
848,264302,5,3,11,14.722000000000001,0,14.722000000000001,2467969.48828125,8152.244820441559,845,208903,4,1,1,46.07,17,63.07,159615.668701172,2147.3386943426603,1916f0fd-8de6-42f5-803e-896b73314780,844,264302,5,Brentwood Community Council,11,Brentwood Community Council,3,264302,2019,8.411,0,8.411,12.889481,0.0,12.889481,No,18044921.5878906,21900.5397263328
849,265100,5,3,5,2.0,0,2.0,3451600.62109375,8998.679370695649,846,208904,4,1,1,6.8839999999999995,0,6.8839999999999995,112291.28363037099,1392.6040808529,59e77eb6-1749-4962-b6dc-270fe28860cb,845,265100,5,Westwood NC,5,Westwood NC,3,265100,2019,3.411,0,3.411,3.739929,0.0,3.739929,No,25413105.008789103,24572.6912973014
