FID,Tract,SPA,SD,CD,totUnshelt,totSheltPe,totPeople,Shape__Area,Shape__Length,OBJECTID,Tract_N,SPA,SD,CD,totUnshelt,totShelt,totPeople,Shape__Area,Shape__Length,GlobalID,OBJECTID,Tract_N,SPA,Detailed_1,CD,Detailed_N,SD,Tract_1,Year_1,totUnshe_1,totShelt_1,totPeopl_1,u_dens,s_dens,t_dens,unincorpor,Shape__Area,Shape__Length
360,181400,4,1,14,27.459,0,27.459,1286523.51953125,5315.10465781879,357,115201,2,3,12,3.8310000000000004,0,3.8310000000000004,1363344.2210083,5533.06509143139,dd339d6c-28e4-4ccf-8640-7910eaa734a3,356,181400,4,Eagle Rock NC,14,Eagle Rock NC,1,181400,2019,12.72,0,12.72,37.473364000000004,0.0,37.473364000000004,No,9462963.21875,14429.050752327801
361,181500,4,1,14,9.707,0,9.707,1601858.90234375,6600.38503075648,358,115301,2,3,12,10.29,0,10.29,1662624.70373535,6648.406400941851,4a4cbe06-57f1-423c-bfe5-808b363fbab8,357,181500,4,Eagle Rock NC,14,Eagle Rock NC,1,181500,2019,3.1289999999999996,0,3.1289999999999996,7.403116000000001,0.0,7.403116000000001,No,11782514.8115234,17905.0234690885
362,181600,4,1,14,4.19,0,4.19,1828884.48828125,6616.75269380657,359,115302,2,3,12,0.0,0,0.0,838447.615478516,3831.4953754696294,043180e9-ce46-4959-b82f-299b0259d6dd,358,181600,4,Eagle Rock NC,14,Eagle Rock NC,1,181600,2019,5.36,0,5.36,11.106043,0.0,11.106043,No,13454532.439453099,17953.133238324
363,183101,4,1,14,19.524,0,19.524,1415950.2890625,6283.55270577214,360,115403,2,3,12,4.507,0,4.507,713723.655212402,3383.6165663746997,b9c70bf8-b402-43f6-bec4-4ddd8f668c53,359,183101,4,Historic Highland Park NC,14,Historic Highland Park NC,1,183101,2019,25.396,0,25.396,67.955325,0.0,67.955325,No,10427254.076171901,17042.2266146074
364,183103,4,1,14,1.0,0,1.0,960373.296875,7261.067701930941,361,115404,2,3,12,6.686,0,6.686,956770.0635986329,3968.8312861585796,ba63bda5-3db3-4b90-839a-796eb595b897,360,183103,4,Historic Highland Park NC,14,Historic Highland Park NC,1,183103,2019,13.052,0,13.052,51.484193,0.0,51.484193,No,7080023.54296875,19701.3018300663
365,183104,4,1,14,2.095,0,2.095,986672.16015625,5993.39457933402,362,117101,2,3,7,0.0,0,0.0,783344.801513672,3568.7705479847295,b6c27939-ab57-40c7-9a8c-028310ec4a8d,361,183104,4,Historic Highland Park NC,14,Historic Highland Park NC,1,183104,2019,0.0,0,0.0,0.0,0.0,0.0,No,7186615.45019531,16348.579686801499
366,183220,4,1,14,0.0,0,0.0,782907.8828125,4907.770131884121,363,117201,2,3,7,20.846,0,20.846,786032.011108398,4171.5046122723,5b86fc2f-d9c0-4aad-9f47-000416d7ff29,362,183220,4,Historic Highland Park NC,14,Historic Highland Park NC,1,183220,2019,0.0,0,0.0,0.0,0.0,0.0,No,5761222.04003906,13315.3100341071
367,183221,4,1,14,0.0,0,0.0,1033940.29296875,4729.55044272685,364,117202,2,3,12,13.382,0,13.382,1823635.19158936,5515.887432638499,39f36d00-b8d6-475d-97d9-ae61fa0406bb,363,183221,4,Historic Highland Park NC,14,Historic Highland Park NC,1,183221,2019,1.4269999999999998,0,1.4269999999999998,5.229557,0.0,5.229557,No,7607284.4921875,12826.922091505
368,183222,4,1,14,3.616,0,3.616,1358264.12890625,6232.30704563554,365,117301,2,3,12,0.0,0,0.0,1329741.09228516,4927.40684710236,d5af4912-9174-45b3-a445-194a3a82382b,364,183222,4,Historic Highland Park NC,14,Historic Highland Park NC,1,183222,2019,0.0,0,0.0,0.0,0.0,0.0,No,9992616.65820313,16908.0529479716
369,183300,4,1,14,8.093,0,8.093,791809.3125,3784.3358622645396,366,117302,2,3,12,74.967,0,74.967,2071485.31512451,7971.27419461881,be2a1a15-330e-4965-8121-d1d80e7a1bda,365,183300,4,Historic Highland Park NC,14,Historic Highland Park NC,1,183300,2019,23.32,0,23.32,111.583153,0.0,111.583153,No,5826438.81933594,10263.5357686413
370,183401,4,1,14,14.495,0,14.495,709954.3828125,3864.1956453661296,367,117404,2,3,12,10.12,0,10.12,1768500.04870605,5399.70359731981,3745cc9b-fb17-4e77-b7de-95c015015ff5,366,183401,4,Historic Highland Park NC,14,Historic Highland Park NC,1,183401,2019,1.0,0,1.0,5.336628,0.0,5.336628,No,5223863.22558594,10480.9232043721
371,183402,4,1,14,19.28,0,19.28,751159.38671875,4138.76860917683,368,117407,2,3,6,13.324000000000002,0,13.324000000000002,198548.28125,1797.7889370320602,6a71c82a-d441-4683-938a-edbcb0275ff5,367,183402,4,Eagle Rock NC,14,Eagle Rock NC,1,183402,2019,27.217,0,27.217,137.29275900000002,0.0,137.29275900000002,No,5526680.44433594,11220.3166700194
372,183510,4,1,1,17.706,0,17.706,731936.71484375,3853.1913701712897,369,117408,2,3,6,19.372,0,19.372,377109.755493164,2515.78290908471,f764228a-1a3f-43f5-97a9-5d403c2049d2,368,183510,4,Historic Highland Park NC,1,Historic Highland Park NC,1,183510,2019,4.812,0,4.812,24.904899,0.0,24.904899,No,5386530.50976563,10456.8525758532
373,183520,4,1,1,12.725,0,12.725,625490.92578125,3382.6555735836796,370,117520,2,3,6,9.618,21,30.618000000000002,315117.055358887,2357.45824134302,c8949338-07d3-48d0-a95a-041a6dd00fed,369,183520,4,Historic Highland Park NC,1,Historic Highland Park NC,1,183520,2019,3.4019999999999997,0,3.4019999999999997,20.601551,0.0,20.601551,No,4603812.61425781,9181.96923401003
374,183610,4,1,1,23.223000000000003,0,23.223000000000003,553778.47265625,3617.140458147029,371,117530,2,3,6,23.835,0,23.835,561345.763366699,3033.55715529713,85d8c7b4-a915-451f-9433-14a257fbba04,370,183610,4,Historic Highland Park NC,1,Historic Highland Park NC,1,183610,2019,8.83,0,8.83,60.400827,0.0,60.400827,No,4075486.56347656,9804.33915611425
375,183620,4,1,14,5.207000000000001,0,5.207000000000001,756837.7734375,3481.86151291211,372,119001,2,3,6,10.425,0,10.425,1070656.84014893,4243.801717594721,ec8ae0f0-b5a7-4a29-9887-5631410bb90b,371,183620,4,Historic Highland Park NC,14,Historic Highland Park NC,1,183620,2019,21.635,0,21.635,108.289022,0.0,108.289022,No,5569759.37695313,9445.41375177465
376,183701,4,1,14,37.001,0,37.001,805565.36328125,4620.43938176577,373,119002,2,3,6,11.783,0,11.783,1695583.70849609,6568.49756536775,2dd6f6bf-5008-46dc-91d9-c8617f7d86b3,372,183701,4,Historic Highland Park NC,14,Historic Highland Park NC,1,183701,2019,11.908,0,11.908,55.98966899999999,0.0,55.98966899999999,No,5929174.53808594,12533.2271524391
377,183702,4,1,14,6.4239999999999995,0,6.4239999999999995,1304311.5859375,6320.26915012479,374,119202,2,3,6,8.738999999999999,0,8.738999999999999,963790.5825805659,5134.6797864522605,15de7fd2-8012-4861-b7ed-ff399b58e1ca,373,183702,4,Arroyo Seco NC,14,Arroyo Seco NC,1,183702,2019,8.065,0,8.065,23.418167999999998,0.0,23.418167999999998,No,9605662.72363281,17113.9262398311
378,183810,4,1,1,5.808,0,5.808,665251.20703125,3792.2126798685103,375,119310,2,3,6,0.0,0,0.0,438356.381958008,3058.54957124502,6c250486-502d-4413-9d2b-0dde547275f6,374,183810,4,Historic Highland Park NC,1,Historic Highland Park NC,1,183810,2019,28.089000000000002,0,28.089000000000002,159.919034,0.0,159.919034,No,4896555.88183594,10289.730044985301
379,183820,4,1,1,14.155999999999999,0,14.155999999999999,451336.09765625,3865.7074435673903,376,119340,2,3,6,0.0,0,0.0,122345.276062012,1413.1039580499898,a830429c-061d-44dd-8e28-c2b268e59621,375,183820,4,Historic Highland Park NC,1,Historic Highland Park NC,1,183820,2019,5.086,0,5.086,42.676688,0.0,42.676688,No,3322644.83105469,10490.4503564134
380,185100,4,1,1,38.823,0,38.823,3331004.79296875,9402.612417965429,377,119342,2,3,6,7.966,0,7.966,219441.92913818397,1862.34187932552,8919f746-3837-43ec-925b-b0c3d060577f,376,185100,4,Arroyo Seco NC,1,Arroyo Seco NC,1,185100,2019,25.662,0,25.662,29.176907,0.0,29.176907,No,24514089.7783203,43125.9243540808
381,185202,4,1,1,15.077,0,15.077,1762649.12890625,6417.97585045795,378,119400,2,3,6,0.0,0,0.0,1123704.81756592,4320.5390049259495,d22b5d5f-9279-4ba2-8ac5-287d06afac59,377,185202,4,Arroyo Seco NC,1,Arroyo Seco NC,1,185202,2019,13.377,0,13.377,28.735264,0.0,28.735264,No,12978010.1318359,17415.9380255666
382,185203,4,1,1,22.174,0,22.174,801215.45703125,4404.3322992330795,379,119700,2,3,6,7.121,0,7.121,1330114.95928955,6180.693557521589,9897f6ab-1e44-4961-8bce-55ec3ae8deb9,378,185203,4,Greater Cypress Park NC,1,Greater Cypress Park NC,1,185203,2019,9.788,0,9.788,46.261511,0.0,46.261511,No,5898451.05566406,11950.9258411484
383,185204,4,1,1,19.149,0,19.149,1409153.4765625,6398.86942015836,380,119900,2,3,6,3.0,0,3.0,1053016.75836182,4436.075492262949,dd23d9b8-19cf-4f8b-83c1-a4bb5e187964,379,185204,4,Greater Cypress Park NC,1,Greater Cypress Park NC,1,185204,2019,1.9580000000000002,0,1.9580000000000002,5.262086,0.0,5.262086,No,10373368.4443359,17364.3658731073
384,185310,4,1,1,5.4239999999999995,0,5.4239999999999995,615533.9140625,4482.88979762875,381,120010,2,3,6,15.202,0,15.202,553133.588867188,3114.4418540974298,602ba32a-4bfc-4aae-b71d-0f487d83777d,380,185310,4,Greater Cypress Park NC,1,Greater Cypress Park NC,1,185310,2019,1.7009999999999998,0,1.7009999999999998,10.462731,0.0,10.462731,No,4532563.20703125,12163.9486802428
385,185320,4,1,1,12.327,0,12.327,862234.98046875,5237.61851746697,382,120020,2,3,6,2.0,0,2.0,559198.063415527,4953.15577965591,af446005-f508-497b-b8b4-e4eb72bf930f,381,185320,4,Greater Cypress Park NC,1,Greater Cypress Park NC,1,185320,2019,40.98,0,40.98,179.928028,0.0,179.928028,No,6349256.78808594,14205.5594013232
386,186100,4,1,14,10.082,0,10.082,1971142.2265625,8100.71645052292,383,120103,2,3,6,0.0,0,0.0,153108.436706543,1703.99718466708,9a916336-6c22-48eb-a374-e2d19af460f0,382,186100,4,Glassell Park NC,14,Glassell Park NC,1,186100,2019,11.232999999999999,0,11.232999999999999,21.594625,0.0,21.594625,No,14520259.589843802,21973.9644496058
387,186201,4,1,1,8.734,0,8.734,763598.4140625,4462.53414337075,384,120104,2,3,6,40.406,0,40.406,435212.205200195,3081.16712907741,7046af37-150b-4cee-bf2d-c469f8c3495b,383,186201,4,Eagle Rock NC,1,Eagle Rock NC,1,186201,2019,14.023,0,14.023,69.577649,0.0,69.577649,No,5618740.19433594,12105.671136646499
388,186202,4,1,1,24.208000000000002,0,24.208000000000002,597168.09765625,4073.26078179526,385,120105,2,3,6,4.0,0,4.0,547454.178161621,4785.032117907679,2cf72ad6-cfe5-44c5-b16e-dfc8d95c6f3b,384,186202,4,Arroyo Seco NC,1,Arroyo Seco NC,1,186202,2019,5.915,0,5.915,37.526575,0.0,37.526575,No,4394245.84472656,11050.1328189024
389,186203,4,1,1,16.586,0,16.586,1232520.30078125,5833.26486991088,386,120108,2,3,6,8.129,0,8.129,399412.90057373,2560.36112257117,af7b8c0f-3cc0-4c44-845a-e055603e5886,385,186203,4,Arroyo Seco NC,1,Arroyo Seco NC,1,186203,2019,0.0,0,0.0,0.0,0.0,0.0,No,9070431.59667969,15861.948480506899
390,186301,4,1,13,2.926,0,2.926,1699898.84765625,6597.62624412678,387,120300,2,3,6,6.077000000000001,0,6.077000000000001,1734468.88983154,5629.12237514165,7145d337-b2db-49f5-b0cb-2e21945bc4ee,386,186301,4,Glassell Park NC,13,Glassell Park NC,1,186301,2019,2.758,0,2.758,6.147177,0.0,6.147177,No,12518613.9257813,17916.5638867218
391,186302,4,1,1,16.759,0,16.759,2465362.2265625,6607.538900251619,388,120400,2,3,6,14.169,0,14.169,1062867.30822754,5257.5301066581205,97ad3998-f221-4071-8525-52c8d59ea01d,387,186302,4,Glassell Park NC,1,Glassell Park NC,1,186302,2019,13.831,0,13.831,21.250904000000002,0.0,21.250904000000002,No,18144266.7890625,17919.6345860304
392,186401,4,1,13,19.35,0,19.35,1405630.80078125,6591.70161683223,389,121010,2,3,6,9.324,0,9.324,2059200.83984375,5892.682476814711,3892793b-d4e5-4134-b4c1-f769b860ed0a,388,186401,4,Glassell Park NC,13,Glassell Park NC,1,186401,2019,44.431999999999995,0,44.431999999999995,119.75093400000002,0.0,119.75093400000002,No,10350059.9482422,17908.3086626997
393,186403,4,1,1,37.692,0,37.692,789875.2890625,4424.92050473753,390,101110,2,5,7,15.884,0,15.884,1139379.50701904,4568.85939517905,22a092d2-c870-4e84-824a-336bb4bb5b70,389,186403,4,Glassell Park NC,1,Glassell Park NC,1,186403,2019,14.874,0,14.874,71.328813,0.0,71.328813,No,5813449.93066406,11994.6217430205
394,186404,4,1,1,13.802999999999999,0,13.802999999999999,586592.8359375,3270.85677121573,391,101122,2,5,7,3.6180000000000003,0,3.6180000000000003,2696267.31878662,9241.83019406405,a8dbfa27-2c1d-4c0f-860d-ddad3265ecd8,390,186404,4,Glassell Park NC,1,Glassell Park NC,1,186404,2019,12.735,0,12.735,82.225275,0.0,82.225275,No,4317730.1640625,8866.5441547668
395,187101,4,1,13,14.397,0,14.397,1152654.43359375,4761.54611147607,392,101220,2,5,7,14.405999999999999,0,14.405999999999999,695482.395324707,3839.2845114282104,abbc9fc2-9ea6-449f-8094-52c5d15e3269,391,187101,4,Atwater Village NC,13,Atwater Village NC,1,187101,2019,14.812000000000001,0,14.812000000000001,48.679691999999996,0.0,48.679691999999996,No,8464718.046875,12799.112019036002
396,187102,4,1,13,18.24,0,18.24,3213111.08984375,14156.6386728898,393,101300,2,5,7,7.324,0,7.324,2572490.21740723,8816.38407513144,c0a12765-b2c6-4b9c-9112-d5905beab7a2,392,187102,4,Atwater Village NC,13,Atwater Village NC,1,187102,2019,29.3,0,29.3,34.534537,0.0,34.534537,No,23653037.011718802,38391.618774235
397,187200,4,1,13,14.038,0,14.038,1391803.78125,5734.517171703579,394,101400,2,5,7,4.0,0,4.0,6308274.80511475,12908.349091478998,9ebbf405-174f-44cb-8540-2f6ad1dca546,393,187200,4,Elysian Valley Riverside NC,13,Elysian Valley Riverside NC,1,187200,2019,58.68600000000001,0,58.68600000000001,159.684742,0.0,159.684742,No,10245523.107421901,15559.0849920731
398,187300,4,1,13,18.607,0,18.607,1707175.64453125,7149.20051890893,395,212304,4,2,10,9.052,0,9.052,206071.550720215,1923.69400282172,dc228447-9fe4-4804-a375-c6c2a06c76a1,394,187300,4,Silver Lake NC,13,Silver Lake NC,1,187300,2019,25.517,0,25.517,56.603260999999996,0.0,56.603260999999996,No,12567753.0507813,19581.703967584
399,188100,4,3,13,38.29,0,38.29,3109394.04296875,9610.17153895223,396,212305,4,2,10,4.874,0,4.874,108258.64135742199,1329.64792407557,7a7e40cf-b288-43e2-b0d9-17fd89ba91f3,395,188100,4,Atwater Village NC,13,Atwater Village NC,3,188100,2019,13.81,0,13.81,16.833302,0.0,16.833302,No,22872012.7919922,26011.990415646098
400,188201,4,3,4,5.399,0,5.399,1135408.23828125,6278.870522358039,397,212410,4,2,10,3.0,0,3.0,157453.00909423802,1693.43746346295,b7820253-f59a-4169-a4c7-54798131a1f9,396,188201,4,Los Feliz NC,4,Los Feliz NC,3,188201,2019,6.83,0,6.83,22.785808,0.0,22.785808,No,8377100.33007813,17177.1539208336
401,188202,4,3,4,3.0,0,3.0,1109734.89453125,4329.72174528248,398,212420,4,2,10,15.84,0,15.84,143717.789489746,1512.1987236419598,c57f2bfd-314e-4ece-a269-cc987e529310,397,188202,4,Los Feliz NC,4,Los Feliz NC,3,188202,2019,0.0,0,0.0,0.0,0.0,0.0,No,8166628.484375,11753.7393037398
402,188300,4,3,13,6.276,0,6.276,1349928.7890625,4679.888490478689,399,212502,4,2,10,19.307000000000002,0,19.307000000000002,285681.747009277,2518.99468516328,9df62fda-080a-4b3b-805f-27e5538b9bcb,398,188300,4,Atwater Village NC,13,Atwater Village NC,3,188300,2019,1.331,0,1.331,3.73556,0.0,3.73556,No,9936806.58886719,12690.6096792551
403,189101,4,3,4,7.734,0,7.734,577917.23046875,3043.4526791619896,400,212610,4,2,4,8.246,0,8.246,357715.26873779297,2555.66636808017,8d880e4b-9b31-4c5c-9335-e94239f818e7,399,189101,4,Los Feliz NC,4,Los Feliz NC,3,189101,2019,34.995,0,34.995,229.331039,0.0,229.331039,No,4254046.54492188,8256.7543407525
404,189102,4,3,4,5.0,0,5.0,913149.35546875,4430.93216428199,401,212620,4,2,4,3.237,0,3.237,289420.551147461,2424.75347119598,83402a40-11bb-4670-b162-c2f717a79948,400,189102,4,Los Feliz NC,4,Los Feliz NC,3,189102,2019,3.0,0,3.0,12.444652,0.0,12.444652,No,6720504.65136719,12014.2795777901
405,189201,4,3,4,19.296,0,19.296,476233.94921875,2928.19720597075,402,212701,4,2,4,2.8310000000000004,0,2.8310000000000004,454928.64642334,2899.3192134336305,d4b6ba64-79bb-43dd-a2be-e40dbf6e737b,401,189201,4,Los Feliz NC,4,Los Feliz NC,3,189201,2019,9.104,0,9.104,72.397314,0.0,72.397314,No,3505584.84375,7951.01980005918
406,189202,4,3,4,3.616,0,3.616,1510598.9921875,6415.66236962697,403,212702,4,2,4,0.0,0,0.0,899615.310546875,4021.09937329327,0668a7b6-5d15-47cc-b4b0-06a8617986a3,402,189202,4,Los Feliz NC,4,Los Feliz NC,3,189202,2019,1.7009999999999998,0,1.7009999999999998,4.26526,0.0,4.26526,No,11118084.2119141,17405.8538217114
407,189300,4,3,4,2.0,0,2.0,2778586.671875,9511.712831063009,404,212900,4,2,10,35.999,0,35.999,384066.53222656297,2623.65925223994,cf4e0116-cf3d-458c-ab5b-ae9d1f9448f5,403,189300,4,Hollywood United NC,4,Hollywood United NC,3,189300,2019,1.7009999999999998,0,1.7009999999999998,2.318835,0.0,2.318835,No,20450263.975585897,25806.985584987004
408,189400,4,3,4,10.7,10,20.7,2116331.015625,10780.1267045999,405,213100,4,2,10,2.6180000000000003,0,2.6180000000000003,525635.668029785,3042.57936491472,a536b56a-9d3d-4109-92c5-f1a8ed19f3f2,404,189400,4,Hollywood United NC,4,Hollywood United NC,3,189400,2019,0.0,10,10.0,0.0,17.901834,17.901834,No,15572836.7294922,29225.6539519383
409,189500,4,3,4,3.095,0,3.095,865998.66796875,4797.78653520021,406,213201,4,2,10,10.530999999999999,0,10.530999999999999,335657.012939453,2502.47646750885,6babd064-bbc5-4157-b4e8-60f22e93d541,405,189500,4,Hollywood United NC,4,Hollywood United NC,3,189500,2019,12.649000000000001,0,12.649000000000001,55.322196999999996,0.0,55.322196999999996,No,6374093.86621094,13014.9536037524
410,189600,4,3,4,24.264,0,24.264,1580241.28125,7478.8345006984,407,213310,4,2,1,14.177999999999999,0,14.177999999999999,311955.253112793,2383.9722402276,c6ce8f6c-a637-401c-86eb-9b07ce726ad8,406,189600,4,Hollywood United NC,4,Hollywood United NC,3,189600,2019,10.589,0,10.589,25.381801,0.0,25.381801,No,11630621.240234401,20285.5514129815
411,189701,4,3,4,9.959,0,9.959,6358116.5390625,14399.7259083031,408,213320,4,2,1,12.812000000000001,0,12.812000000000001,312651.566711426,2393.60646132354,a6242140-5187-4570-85de-da320d9bfc50,407,189701,4,Hollywood United NC,4,Hollywood United NC,3,189701,2019,5.617999999999999,0,5.617999999999999,3.348329,0.0,3.348329,No,46779050.0380859,39101.9335638513
412,189702,4,3,4,12.107999999999999,0,12.107999999999999,2136521.3984375,8542.154186996491,409,213401,4,2,1,6.409,0,6.409,196100.37359619103,1930.11280677818,93caea99-809c-4678-a809-c39cce0deb00,408,189702,4,Hollywood Hills West NC,4,Hollywood Hills West NC,3,189702,2019,6.0,0,6.0,10.637671000000001,0.0,10.637671000000001,No,15724292.3564453,23161.3749768831
413,189800,4,3,4,11.0,0,11.0,1066881.34765625,4672.74274473489,410,214000,4,3,5,17.058,0,17.058,1013423.12744141,4073.7311325203295,c69d65b7-2c67-4600-a346-ffb8533417ec,409,189800,4,Hollywood Hills West NC,4,Hollywood Hills West NC,3,189800,2019,27.76,0,27.76,98.527873,0.0,98.527873,No,7789145.78417969,12626.173537307901
414,189902,4,3,4,9.734,0,9.734,533636.8203125,3161.6003285679803,411,214100,4,3,5,3.0,0,3.0,1095939.09765625,4298.97828622676,8ce1c23c-fc39-4b33-947d-60aa9a86e080,410,189902,4,Hollywood Hills West NC,4,Hollywood Hills West NC,3,189902,2019,28.55,0,28.55,202.578947,0.0,202.578947,No,3816676.21386719,8527.69387806289
415,189903,4,3,4,3.0,0,3.0,122774.21875,1528.00408477484,412,214400,4,3,5,9.405,0,9.405,344879.908203125,2427.67964517779,13831a42-e3ad-4459-bcbb-416a8c501759,411,189903,4,Hollywood Hills West NC,4,Hollywood Hills West NC,3,189903,2019,0.0,0,0.0,0.0,0.0,0.0,No,903749.338867188,4148.80905116424
416,189904,4,3,4,12.58,0,12.58,233344.8515625,1946.67928770787,413,214501,4,3,4,22.526,0,22.526,754216.4251098629,4273.9197289698905,0d151173-c701-4faf-903a-9e9eccfc70ac,412,189904,4,Hollywood Hills West NC,4,Hollywood Hills West NC,3,189904,2019,12.148,0,12.148,197.141025,0.0,197.141025,No,1717751.45996094,5281.86021667095
417,189905,4,3,4,19.218,0,19.218,377750.296875,2572.06098637977,414,214503,4,3,4,0.0,0,0.0,233815.202697754,2118.445783512,3ca158d6-fb88-451c-b273-f305469db646,413,189905,4,Hollywood Hills West NC,4,Hollywood Hills West NC,3,189905,2019,23.695999999999998,0,23.695999999999998,237.547182,0.0,237.547182,No,2781070.22265625,6976.98600611349
418,190100,4,3,13,36.389,0,36.389,878109.12109375,4059.90469432959,415,214600,4,3,5,10.202,0,10.202,582235.476501465,3084.5347943621505,c2498b9f-2752-4f5a-8535-d79790389da9,414,190100,4,Central Hollywood NC,13,Central Hollywood NC,3,190100,2019,77.429,0,77.429,333.90529100000003,0.0,333.90529100000003,No,6459070.26269531,11003.6674893008
419,190201,4,3,13,16.851,8,24.851,331706.50390625,2560.85225305047,416,214700,4,3,5,18.477999999999998,0,18.477999999999998,594254.054260254,3119.73733617192,cae0e7c7-7bf4-4b3b-9fe3-e9dbe17abfee,415,190201,4,Hollywood Hills West NC,13,Hollywood Hills West NC,3,190201,2019,25.6,0,25.6,292.276731,0.0,292.276731,No,2441766.2734375,6952.071209827479
420,190202,4,3,13,38.214,0,38.214,309060.98828125,2447.1417025208398,417,214800,4,3,5,21.029,0,21.029,578416.517272949,3427.97371173417,6a1d7503-bb40-4005-ba40-43370d44e604,416,190202,4,Hollywood Hills West NC,13,Hollywood Hills West NC,3,190202,2019,36.294000000000004,0,36.294000000000004,444.732971,0.0,444.732971,No,2275099.42871094,6643.23962955485
421,190301,4,3,13,5.926,9,14.925999999999998,589860.77734375,4446.85485583223,418,214902,4,3,5,11.59,0,11.59,486448.618652344,2823.6597826912703,d1482395-f611-4d71-825f-b514a0b01220,417,190301,4,Hollywood United NC,13,Hollywood United NC,3,190301,2019,82.118,22,104.12,527.231677,141.24913999999998,668.493658,No,4342221.79492188,12083.4525670607
422,190401,4,3,13,5.1080000000000005,0,5.1080000000000005,244080.19140625,1972.7087730837698,419,215101,4,3,4,14.555,0,14.555,355442.603393555,3142.48778895717,40e1fb84-e030-452d-9806-98147ce1d045,418,190401,4,Los Feliz NC,13,Los Feliz NC,3,190401,2019,0.0,0,0.0,0.0,0.0,0.0,No,1796696.28710938,5352.3755018409
423,190402,4,3,13,6.808,0,6.808,229773.921875,1924.5290522547898,420,215102,4,3,4,9.676,0,9.676,257978.539245605,2491.23838380118,af853696-7228-472d-9545-8862324b1be5,419,190402,4,Los Feliz NC,13,Los Feliz NC,3,190402,2019,13.044,0,13.044,214.99106,0.0,214.99106,No,1691385.94140625,5221.44400564839
424,190510,4,3,13,10.925999999999998,0,10.925999999999998,465504.4921875,2938.9745621833504,421,216200,4,2,4,5.662000000000001,0,5.662000000000001,960533.664245605,4243.39162510739,5e22b73b-55c5-4863-bd8c-0962487acb62,420,190510,4,Hollywood Studio District NC,13,Hollywood Studio District NC,3,190510,2019,24.909000000000002,0,24.909000000000002,202.63095800000002,0.0,202.63095800000002,No,3427070.22460938,7981.34928085668
